Id,listed price,last sold price,diffrence between prices
48357,219000.0,1500.0,217500
48358,725000.0,,725000
48359,535000.0,425000.0,110000
48360,1149000.0,995000.0,154000
48361,599900.0,,599900
48362,159000.0,79000.0,80000
48363,257900.0,57000.0,200900
48364,2599000.0,1845000.0,754000
48365,948500.0,,948500
48366,425000.0,410000.0,15000
48367,1500000.0,,1500000
48368,1499999.0,,1499999
48369,264000.0,120000.0,144000
48370,539000.0,464000.0,75000
48371,295000.0,48000.0,247000
48372,1175000.0,267000.0,908000
48373,1395000.0,1135000.0,260000
48374,1050000.0,630000.0,420000
48375,898000.0,73000.0,825000
48376,365000.0,301500.0,63500
48377,415000.0,,415000
48378,335000.0,250000.0,85000
48379,1175000.0,816000.0,359000
48380,393900.0,403000.0,-9100
48381,895000.0,557500.0,337500
48382,819000.0,525000.0,294000
48383,899850.0,600000.0,299850
48384,725000.0,575000.0,150000
48385,615000.0,,615000
48386,635000.0,291000.0,344000
48387,499900.0,406000.0,93900
48388,169900.0,,169900
48389,1179000.0,742000.0,437000
48390,628900.0,290000.0,338900
48391,1028000.0,,1028000
48392,849888.0,671500.0,178388
48393,715000.0,,715000
48394,1649000.0,,1649000
48395,289999.0,237000.0,52999
48396,1198800.0,,1198800
48397,1748888.0,837508.0,911380
48398,819000.0,623000.0,196000
48399,1550000.0,800000.0,750000
48400,149997.0,,149997
48401,998000.0,507000.0,491000
48402,3595000.0,,3595000
48403,260000.0,,260000
48404,775000.0,,775000
48405,2495000.0,,2495000
48406,475000.0,,475000
48407,295000.0,449000.0,-154000
48408,2600000.0,90500.0,2509500
48409,999000.0,720000.0,279000
48410,309995.0,305000.0,4995
48411,360000.0,344000.0,16000
48412,339000.0,,339000
48413,416513.0,277000.0,139513
48414,395500.0,,395500
48415,639000.0,,639000
48416,599868.0,487000.0,112868
48417,370000.0,186000.0,184000
48418,519900.0,405000.0,114900
48419,275000.0,175000.0,100000
48420,720000.0,732000.0,-12000
48421,275000.0,161000.0,114000
48422,549000.0,71500.0,477500
48423,374900.0,184000.0,190900
48424,625000.0,355000.0,270000
48425,3595000.0,3050000.0,545000
48426,1199888.0,575000.0,624888
48427,259000.0,,259000
48428,599000.0,535000.0,64000
48429,299900.0,230000.0,69900
48430,479000.0,,479000
48431,1130880.0,,1130880
48432,799999.0,650000.0,149999
48433,449000.0,,449000
48434,1288000.0,352500.0,935500
48435,1469000.0,,1469000
48436,649900.0,,649900
48437,1000000.0,,1000000
48438,1348000.0,540000.0,808000
48439,1148000.0,869000.0,279000
48440,1049000.0,245500.0,803500
48441,725000.0,359500.0,365500
48442,1175000.0,915000.0,260000
48443,525000.0,280000.0,245000
48444,1599000.0,645000.0,954000
48445,1198000.0,,1198000
48446,1329000.0,,1329000
48447,1075000.0,895000.0,180000
48448,315000.0,,315000
48449,375000.0,365000.0,10000
48450,3295000.0,,3295000
48451,519900.0,505000.0,14900
48452,2198000.0,1165000.0,1033000
48453,1180000.0,203000.0,977000
48454,750000.0,230000.0,520000
48455,529900.0,299000.0,230900
48456,144900.0,90000.0,54900
48457,840000.0,,840000
48458,465000.0,,465000
48459,305000.0,,305000
48460,1388000.0,,1388000
48461,430000.0,,430000
48462,129000.0,,129000
48463,399900.0,265000.0,134900
48464,1398000.0,967500.0,430500
48465,580000.0,,580000
48466,349500.0,225000.0,124500
48467,999000.0,,999000
48468,549900.0,,549900
48469,399000.0,,399000
48470,1150000.0,915000.0,235000
48471,899000.0,685000.0,214000
48472,1100000.0,,1100000
48473,489000.0,290500.0,198500
48474,469000.0,300000.0,169000
48475,1475000.0,,1475000
48476,329000.0,,329000
48477,399000.0,175000.0,224000
48478,59900.0,43000.0,16900
48479,299000.0,210000.0,89000
48480,1150000.0,,1150000
48481,750000.0,,750000
48482,399000.0,225000.0,174000
48483,2875000.0,2850000.0,25000
48484,257000.0,,257000
48485,894500.0,252000.0,642500
48486,259950.0,,259950
48487,1988000.0,670000.0,1318000
48488,575000.0,345000.0,230000
48489,949500.0,400000.0,549500
48490,649950.0,,649950
48491,396000.0,185000.0,211000
48492,1650000.0,290000.0,1360000
48493,380000.0,179500.0,200500
48494,450000.0,475000.0,-25000
48495,799999.0,,799999
48496,509000.0,,509000
48497,599000.0,390000.0,209000
48498,745000.0,,745000
48499,998000.0,,998000
48500,2495000.0,1850000.0,645000
48501,1299700.0,,1299700
48502,1399000.0,912000.0,487000
48503,357000.0,,357000
48504,579000.0,157000.0,422000
48505,299000.0,,299000
48506,325000.0,100000.0,225000
48507,465000.0,430000.0,35000
48508,499900.0,464000.0,35900
48509,1395000.0,1110000.0,285000
48510,769000.0,810000.0,-41000
48511,449000.0,470000.0,-21000
48512,289000.0,145000.0,144000
48513,385000.0,172000.0,213000
48514,500000.0,212000.0,288000
48515,1379000.0,,1379000
48516,584500.0,349000.0,235500
48517,1599000.0,1650000.0,-51000
48518,695000.0,420000.0,275000
48519,205500.0,,205500
48520,179000.0,,179000
48521,649000.0,325000.0,324000
48522,1308000.0,1150000.0,158000
48523,835000.0,450000.0,385000
48524,625000.0,,625000
48525,699000.0,604000.0,95000
48526,219900.0,,219900
48527,875000.0,750000.0,125000
48528,210000.0,216000.0,-6000
48529,649000.0,478000.0,171000
48530,449500.0,,449500
48531,589000.0,129000.0,460000
48532,649000.0,431500.0,217500
48533,1149000.0,680000.0,469000
48534,1250000.0,,1250000
48535,1438000.0,875000.0,563000
48536,599000.0,,599000
48537,260000.0,165000.0,95000
48538,498000.0,370000.0,128000
48539,535000.0,339000.0,196000
48540,699000.0,305000.0,394000
48541,349000.0,,349000
48542,610000.0,450000.0,160000
48543,307000.0,,307000
48544,1150000.0,,1150000
48545,10295000.0,7450000.0,2845000
48546,340000.0,55000.0,285000
48547,1795000.0,1575000.0,220000
48548,475000.0,433500.0,41500
48549,1495000.0,44000.0,1451000
48550,750000.0,708000.0,42000
48551,525000.0,475000.0,50000
48552,824900.0,605000.0,219900
48553,219000.0,,219000
48554,888000.0,701000.0,187000
48555,240000.0,160000.0,80000
48556,299000.0,199000.0,100000
48557,1299000.0,,1299000
48558,1350000.0,520000.0,830000
48559,599950.0,,599950
48560,1998000.0,805000.0,1193000
48561,225000.0,170000.0,55000
48562,425000.0,356000.0,69000
48563,6250000.0,,6250000
48564,595000.0,,595000
48565,499000.0,,499000
48566,2199000.0,1567000.0,632000
48567,329900.0,331000.0,-1100
48568,739000.0,245000.0,494000
48569,640000.0,565000.0,75000
48570,729950.0,,729950
48571,849000.0,760000.0,89000
48572,289900.0,199000.0,90900
48573,525000.0,310000.0,215000
48574,1599000.0,1430000.0,169000
48575,899000.0,595000.0,304000
48576,399000.0,399000.0,0
48577,872888.0,702500.0,170388
48578,569000.0,,569000
48579,198000.0,,198000
48580,159900.0,138000.0,21900
48581,210000.0,165000.0,45000
48582,1800000.0,,1800000
48583,899000.0,721000.0,178000
48584,399000.0,335000.0,64000
48585,13388000.0,,13388000
48586,540000.0,,540000
48587,425000.0,,425000
48588,459000.0,455000.0,4000
48589,689000.0,315000.0,374000
48590,924800.0,740000.0,184800
48591,349990.0,192000.0,157990
48592,325000.0,270000.0,55000
48593,879000.0,726000.0,153000
48594,229000.0,,229000
48595,174500.0,89000.0,85500
48596,469900.0,479000.0,-9100
48597,1189000.0,270000.0,919000
48598,775000.0,,775000
48599,624900.0,295000.0,329900
48600,1475000.0,,1475000
48601,199900.0,145000.0,54900
48602,379900.0,,379900
48603,485000.0,175000.0,310000
48604,640000.0,360000.0,280000
48605,339000.0,309000.0,30000
48606,274900.0,212415.0,62485
48607,379995.0,393000.0,-13005
48608,399000.0,315000.0,84000
48609,748000.0,275000.0,473000
48610,1975000.0,1375000.0,600000
48611,2149000.0,915000.0,1234000
48612,499500.0,458000.0,41500
48613,699500.0,,699500
48614,768000.0,,768000
48615,1699000.0,1725000.0,-26000
48616,259000.0,130000.0,129000
48617,119000.0,,119000
48618,739000.0,590000.0,149000
48619,2197000.0,1381000.0,816000
48620,919000.0,285000.0,634000
48621,699000.0,270000.0,429000
48622,600000.0,,600000
48623,827000.0,345000.0,482000
48624,2198000.0,5700.0,2192300
48625,799500.0,,799500
48626,919000.0,668000.0,251000
48627,725000.0,690000.0,35000
48628,255000.0,,255000
48629,82900.0,40000.0,42900
48630,495000.0,,495000
48631,449888.0,,449888
48632,937000.0,419000.0,518000
48633,156000.0,110000.0,46000
48634,479000.0,469500.0,9500
48635,312500.0,274500.0,38000
48636,619900.0,445000.0,174900
48637,468000.0,340000.0,128000
48638,700000.0,430000.0,270000
48639,1298000.0,1280000.0,18000
48640,260000.0,180000.0,80000
48641,749900.0,190000.0,559900
48642,759000.0,655000.0,104000
48643,395000.0,,395000
48644,650000.0,381000.0,269000
48645,265000.0,100000.0,165000
48646,169000.0,53000.0,116000
48647,211000.0,,211000
48648,310000.0,108000.0,202000
48649,1450000.0,,1450000
48650,1495000.0,595000.0,900000
48651,1300000.0,240000.0,1060000
48652,1598000.0,,1598000
48653,1200000.0,,1200000
48654,749900.0,430000.0,319900
48655,789000.0,,789000
48656,749888.0,562500.0,187388
48657,299000.0,,299000
48658,519900.0,450000.0,69900
48659,2850000.0,398000.0,2452000
48660,472000.0,,472000
48661,799000.0,580000.0,219000
48662,699000.0,279000.0,420000
48663,420000.0,,420000
48664,899950.0,,899950
48665,425000.0,315000.0,110000
48666,1189000.0,,1189000
48667,579000.0,,579000
48668,470000.0,346000.0,124000
48669,339700.0,300000.0,39700
48670,220000.0,125000.0,95000
48671,299000.0,,299000
48672,2000000.0,1762500.0,237500
48673,2329000.0,,2329000
48674,1398000.0,544000.0,854000
48675,319000.0,125000.0,194000
48676,8900000.0,1400000.0,7500000
48677,260000.0,62000.0,198000
48678,2895000.0,2450000.0,445000
48679,649900.0,,649900
48680,625000.0,9500.0,615500
48681,605000.0,,605000
48682,1350000.0,,1350000
48683,285000.0,247000.0,38000
48684,1485000.0,,1485000
48685,829000.0,255000.0,574000
48686,359000.0,,359000
48687,1395000.0,950000.0,445000
48688,399000.0,20000.0,379000
48689,299000.0,135000.0,164000
48690,415000.0,385000.0,30000
48691,1169000.0,,1169000
48692,289900.0,290000.0,-100
48693,599950.0,301000.0,298950
48694,599000.0,260000.0,339000
48695,445000.0,410000.0,35000
48696,999000.0,713000.0,286000
48697,599000.0,,599000
48698,650000.0,,650000
48699,1198888.0,,1198888
48700,950000.0,315000.0,635000
48701,420000.0,285000.0,135000
48702,749000.0,,749000
48703,369500.0,,369500
48704,999000.0,710000.0,289000
48705,350000.0,450000.0,-100000
48706,2395000.0,1750000.0,645000
48707,425000.0,250000.0,175000
48708,435000.0,400000.0,35000
48709,629000.0,405000.0,224000
48710,450000.0,,450000
48711,899000.0,,899000
48712,699888.0,653000.0,46888
48713,335500.0,,335500
48714,995000.0,609000.0,386000
48715,1844800.0,1275000.0,569800
48716,385000.0,160000.0,225000
48717,1100000.0,,1100000
48718,240000.0,161500.0,78500
48719,329500.0,,329500
48720,339000.0,,339000
48721,1500000.0,620000.0,880000
48722,887000.0,461000.0,426000
48723,649000.0,,649000
48724,1149000.0,1030000.0,119000
48725,1750000.0,,1750000
48726,749000.0,,749000
48727,289900.0,312500.0,-22600
48728,615000.0,450000.0,165000
48729,415000.0,165000.0,250000
48730,2100000.0,1000000.0,1100000
48731,650000.0,532000.0,118000
48732,345000.0,229000.0,116000
48733,398750.0,300000.0,98750
48734,439000.0,263000.0,176000
48735,669000.0,400000.0,269000
48736,549900.0,165500.0,384400
48737,728000.0,,728000
48738,280000.0,,280000
48739,489900.0,208500.0,281400
48740,1325000.0,1473000.0,-148000
48741,305000.0,,305000
48742,2145000.0,,2145000
48743,400000.0,104000.0,296000
48744,1800000.0,,1800000
48745,995000.0,835000.0,160000
48746,768000.0,650000.0,118000
48747,380000.0,121000.0,259000
48748,2198000.0,660000.0,1538000
48749,469900.0,,469900
48750,679000.0,225000.0,454000
48751,798000.0,,798000
48752,1450000.0,320000.0,1130000
48753,1200000.0,158000.0,1042000
48754,499888.0,350000.0,149888
48755,999950.0,1100000.0,-100050
48756,999000.0,935000.0,64000
48757,2495000.0,,2495000
48758,290000.0,,290000
48759,595000.0,280000.0,315000
48760,280000.0,58000.0,222000
48761,239000.0,215000.0,24000
48762,418000.0,238000.0,180000
48763,939000.0,,939000
48764,519900.0,206000.0,313900
48765,189000.0,,189000
48766,899000.0,660000.0,239000
48767,1249000.0,840000.0,409000
48768,365000.0,,365000
48769,1295000.0,,1295000
48770,455990.0,,455990
48771,305000.0,306000.0,-1000
48772,740000.0,,740000
48773,515000.0,375000.0,140000
48774,969500.0,750000.0,219500
48775,225000.0,170000.0,55000
48776,635000.0,,635000
48777,999000.0,700000.0,299000
48778,255000.0,200000.0,55000
48779,599900.0,402000.0,197900
48780,420000.0,175000.0,245000
48781,339900.0,,339900
48782,749900.0,315000.0,434900
48783,1895000.0,,1895000
48784,180000.0,,180000
48785,520000.0,465000.0,55000
48786,1200000.0,1050000.0,150000
48787,1625000.0,1567500.0,57500
48788,435000.0,,435000
48789,700000.0,,700000
48790,799000.0,,799000
48791,539000.0,,539000
48792,688000.0,276000.0,412000
48793,289000.0,112500.0,176500
48794,898000.0,801000.0,97000
48795,945000.0,1103000.0,-158000
48796,147900.0,,147900
48797,788000.0,,788000
48798,749999.0,620000.0,129999
48799,510000.0,510000.0,0
48800,1499000.0,,1499000
48801,790000.0,,790000
48802,610000.0,575000.0,35000
48803,689900.0,542000.0,147900
48804,1195000.0,,1195000
48805,409000.0,97000.0,312000
48806,2500000.0,337000.0,2163000
48807,1449000.0,280000.0,1169000
48808,605915.0,,605915
48809,449900.0,275000.0,174900
48810,1225000.0,,1225000
48811,1398000.0,1250000.0,148000
48812,3995000.0,,3995000
48813,1149000.0,,1149000
48814,395000.0,,395000
48815,300000.0,230000.0,70000
48816,529900.0,,529900
48817,325000.0,192500.0,132500
48818,349519.0,,349519
48819,324900.0,,324900
48820,1049000.0,,1049000
48821,1245000.0,,1245000
48822,239999.0,120000.0,119999
48823,3495000.0,925000.0,2570000
48824,329000.0,325000.0,4000
48825,1098000.0,789000.0,309000
48826,1388000.0,,1388000
48827,475.0,157500.0,-157025
48828,749000.0,117341.0,631659
48829,299900.0,186500.0,113400
48830,670000.0,,670000
48831,359000.0,385000.0,-26000
48832,428800.0,335000.0,93800
48833,369000.0,260000.0,109000
48834,299900.0,151000.0,148900
48835,715000.0,537500.0,177500
48836,189900.0,95000.0,94900
48837,539000.0,,539000
48838,2350000.0,1435000.0,915000
48839,250000.0,,250000
48840,675000.0,,675000
48841,460000.0,403000.0,57000
48842,1800000.0,1125000.0,675000
48843,1249000.0,,1249000
48844,2495000.0,1799000.0,696000
48845,2100000.0,1000000.0,1100000
48846,349999.0,295000.0,54999
48847,595000.0,633233.0,-38233
48848,1795000.0,1460000.0,335000
48849,650000.0,,650000
48850,2495000.0,515000.0,1980000
48851,599000.0,,599000
48852,409000.0,,409000
48853,1250000.0,271500.0,978500
48854,685000.0,520000.0,165000
48855,229900.0,184000.0,45900
48856,219000.0,145000.0,74000
48857,515000.0,,515000
48858,995000.0,900000.0,95000
48859,820000.0,410000.0,410000
48860,519000.0,505000.0,14000
48861,359000.0,184000.0,175000
48862,195000.0,,195000
48863,1098000.0,845000.0,253000
48864,875000.0,,875000
48865,275000.0,97000.0,178000
48866,1399000.0,1013000.0,386000
48867,247500.0,276246.0,-28746
48868,795000.0,685000.0,110000
48869,849000.0,,849000
48870,549000.0,215000.0,334000
48871,705000.0,,705000
48872,365000.0,230000.0,135000
48873,465000.0,425000.0,40000
48874,350000.0,108000.0,242000
48875,1840000.0,,1840000
48876,315000.0,,315000
48877,349000.0,355000.0,-6000
48878,574900.0,,574900
48879,399500.0,314500.0,85000
48880,524999.0,130000.0,394999
48881,648500.0,531000.0,117500
48882,2488000.0,,2488000
48883,1799000.0,435000.0,1364000
48884,899000.0,400000.0,499000
48885,430000.0,283000.0,147000
48886,200000.0,,200000
48887,399000.0,185500.0,213500
48888,3100000.0,,3100000
48889,385000.0,289000.0,96000
48890,519915.0,,519915
48891,875000.0,88500.0,786500
48892,698000.0,,698000
48893,1449000.0,1100000.0,349000
48894,1895000.0,,1895000
48895,1375000.0,740000.0,635000
48896,519000.0,395000.0,124000
48897,3599000.0,2287500.0,1311500
48898,487500.0,,487500
48899,485000.0,382500.0,102500
48900,439950.0,,439950
48901,579900.0,,579900
48902,450000.0,390000.0,60000
48903,230000.0,183000.0,47000
48904,2488888.0,,2488888
48905,1799000.0,,1799000
48906,539500.0,260000.0,279500
48907,470000.0,160000.0,310000
48908,590000.0,95000.0,495000
48909,569000.0,565000.0,4000
48910,650000.0,,650000
48911,229000.0,,229000
48912,998000.0,,998000
48913,1629000.0,,1629000
48914,1888000.0,,1888000
48915,1295000.0,,1295000
48916,849000.0,995000.0,-146000
48917,355000.0,75000.0,280000
48918,897000.0,910000.0,-13000
48919,3350000.0,1181000.0,2169000
48920,550000.0,310000.0,240000
48921,455000.0,361000.0,94000
48922,439900.0,90000.0,349900
48923,373000.0,95000.0,278000
48924,79500.0,79500.0,0
48925,460000.0,392500.0,67500
48926,455000.0,,455000
48927,1299000.0,829000.0,470000
48928,119500.0,,119500
48929,295000.0,234000.0,61000
48930,297000.0,163000.0,134000
48931,670000.0,527000.0,143000
48932,999000.0,895000.0,104000
48933,899000.0,720000.0,179000
48934,1295000.0,,1295000
48935,849000.0,510000.0,339000
48936,675000.0,,675000
48937,199900.0,54500.0,145400
48938,574900.0,,574900
48939,599000.0,232000.0,367000
48940,285000.0,,285000
48941,495888.0,270000.0,225888
48942,460000.0,365000.0,95000
48943,1998888.0,,1998888
48944,465000.0,368000.0,97000
48945,460000.0,126500.0,333500
48946,749000.0,602000.0,147000
48947,417000.0,385000.0,32000
48948,497900.0,235000.0,262900
48949,649000.0,,649000
48950,980000.0,960000.0,20000
48951,289000.0,210000.0,79000
48952,685000.0,,685000
48953,888000.0,,888000
48954,299000.0,65000.0,234000
48955,450000.0,,450000
48956,1299000.0,825000.0,474000
48957,1388000.0,649000.0,739000
48958,950000.0,13000.0,937000
48959,460000.0,410000.0,50000
48960,259000.0,160000.0,99000
48961,1200000.0,,1200000
48962,164900.0,,164900
48963,839000.0,450000.0,389000
48964,2195000.0,665000.0,1530000
48965,369000.0,131500.0,237500
48966,578900.0,270000.0,308900
48967,195000.0,,195000
48968,355000.0,240000.0,115000
48969,1250000.0,,1250000
48970,895500.0,,895500
48971,215000.0,,215000
48972,315000.0,242000.0,73000
48973,159900.0,,159900
48974,498000.0,,498000
48975,1698000.0,200000.0,1498000
48976,7250000.0,,7250000
48977,464900.0,,464900
48978,1899000.0,975000.0,924000
48979,715000.0,599000.0,116000
48980,1350000.0,,1350000
48981,719999.0,,719999
48982,259000.0,,259000
48983,700000.0,620000.0,80000
48984,2695000.0,1560000.0,1135000
48985,425000.0,,425000
48986,290500.0,257000.0,33500
48987,165900.0,155000.0,10900
48988,1100000.0,415000.0,685000
48989,928000.0,552000.0,376000
48990,549000.0,,549000
48991,999000.0,,999000
48992,549000.0,,549000
48993,499000.0,193000.0,306000
48994,319900.0,245000.0,74900
48995,1198000.0,715000.0,483000
48996,300000.0,235000.0,65000
48997,479900.0,155000.0,324900
48998,680000.0,520000.0,160000
48999,299000.0,,299000
49000,1198000.0,848000.0,350000
49001,239900.0,55000.0,184900
49002,24950000.0,18800188.0,6149812
49003,199900.0,195000.0,4900
49004,2395000.0,1400000.0,995000
49005,769000.0,,769000
49006,698000.0,565500.0,132500
49007,465000.0,,465000
49008,239900.0,83000.0,156900
49009,999000.0,,999000
49010,7495000.0,3800000.0,3695000
49011,1998000.0,,1998000
49012,394500.0,335000.0,59500
49013,569950.0,495000.0,74950
49014,949000.0,,949000
49015,759000.0,752000.0,7000
49016,215000.0,,215000
49017,399900.0,305000.0,94900
